iso3,year,tau_tamar,tau_mitchell,rgdp,gdp_deflator,cpi_gmd,unemployment_rate_pct,imports,exports,customs_revenue,ind_prod,ind_prod_base
JPN,1921,5.206185567010309,5.206185567010309,18500000.0,0.0828569,0.0707522,,1940.0,1503.0,101.0,,
JPN,1922,4.873646209386282,4.873646209386282,18400000.0,0.0847536,0.0696774,,2216.0,1880.0,108.0,,
JPN,1923,3.7191809444212285,3.7191809444212285,18400000.0,0.0859959,0.0735845,3.0,2393.0,1686.0,89.0,,
JPN,1924,4.039044092898014,4.039044092898014,19000000.0,0.0879194,0.0745613,,2971.0,2105.0,120.0,,
JPN,1925,3.5748792270531404,3.57487922705314,19700000.0,0.0876604,0.0690262,,3105.0,2670.0,111.0,,
JPN,1926,5.174777244688142,5.174777244688142,19900000.0,0.0843143,0.0615375,,2918.0,2414.0,151.0,,
JPN,1927,5.199115044247788,5.199115044247788,20200000.0,0.0805591,0.0605607,,2712.0,2383.0,141.0,,
JPN,1928,5.500910746812386,5.500910746812386,21900000.0,0.078221,0.0615375,4.3,2745.0,2400.0,151.0,,
JPN,1929,4.918625678119349,4.918625678119349,22600000.0,0.0768121,0.0556768,,2765.0,2604.0,136.0,,
JPN,1930,5.236907730673317,5.236907730673317,20900000.0,0.0697483,0.0455833,5.3,2005.0,1871.0,105.0,,
JPN,1931,6.761565836298933,6.761565836298932,21100000.0,0.0621372,0.0439553,6.1,1686.0,1480.0,114.0,,
JPN,1932,5.4235537190082646,5.4235537190082646,22900000.0,0.0628953,0.0475369,6.8,1936.0,1802.0,105.0,,
JPN,1933,4.626623376623376,4.626623376623376,25100000.0,0.0648365,0.0485137,5.6,2464.0,2351.0,114.0,,
JPN,1934,4.848484848484849,4.848484848484849,25200000.0,0.0679983,0.0488393,5.0,2970.0,2789.0,144.0,,
JPN,1935,4.614914425427872,4.614914425427873,25900000.0,0.0705687,0.0507929,4.6,3272.0,3276.0,151.0,,
JPN,1936,4.778906893710519,4.778906893710519,27800000.0,0.0722473,0.053072,4.3,3641.0,3585.0,174.0,,
JPN,1937,3.882476390346275,3.882476390346275,29100000.0,0.0807496,0.0572133,3.7,4765.0,4188.0,185.0,,
JPN,1938,4.37532946758039,4.37532946758039,31100000.0,0.0883433,0.0627047,3.0,3794.0,3939.0,166.0,,
JPN,1939,3.5534213685474185,3.553421368547419,36000000.0,0.0947059,0.0701149,,4165.0,5163.0,148.0,,
JPN,1940,3.0947775628626695,3.094777562862669,37100000.0,0.1074889,0.0815164,,4653.0,5418.0,144.0,,
JPN,1941,2.128180039138943,2.128180039138943,37600000.0,0.120855,0.0826573,,4088.0,4384.0,87.0,,
JPN,1942,1.915184678522572,1.915184678522572,37400000.0,0.1470529,0.0849355,,2924.0,3506.0,56.0,,
JPN,1943,1.5311330384484518,1.5311330384484518,37900000.0,0.1704079,0.0900675,,2939.0,3055.0,45.0,,
JPN,1944,,,36100000.0,0.2087426,0.1218542,,,,,,
JPN,1945,,,27900000.0,,1.310714,,,,,,
JPN,1946,,,19500000.0,2.535269,2.499573,,4069.0,2260.0,,,
JPN,1947,0.4934616333580064,0.4934616333580064,21400000.0,6.356255,5.357916,,20265.0,10148.0,100.0,,
JPN,1948,0.49761971901073193,0.497619719010732,25000000.0,10.84393,9.801182,1.209091,60287.0,52022.0,300.0,,
JPN,1949,0.31639450879752506,0.31639450879752506,26000000.0,13.5071,12.93589,1.727273,284455.0,169843.0,900.0,,
JPN,1950,0.45977011494252873,0.45977011494252873,29300000.0,14.04572,12.06142,2.072727,348000.0,298000.0,1600.0,,
JPN,1951,1.6282225237449117,1.6282225237449117,33300000.0,17.11251,14.20427,1.9,737000.0,489000.0,12000.0,,
JPN,1952,2.8767123287671232,2.8767123287671232,36800000.0,17.46542,14.92118,2.072727,730000.0,458000.0,21000.0,,
JPN,1953,3.4602076124567476,3.4602076124567476,38900000.0,18.64489,15.86655,1.9,867000.0,459000.0,30000.0,,
JPN,1954,2.7777777777777777,2.7777777777777777,41300000.0,19.49379,16.95374,2.3,864000.0,587000.0,24000.0,,
JPN,1955,3.033707865168539,3.033707865168539,45100000.0,19.61925,16.76466,2.508333,890000.0,724000.0,27000.0,,
JPN,1956,3.9552880481513326,3.9552880481513326,48000000.0,20.76686,16.81193,2.291667,1163000.0,900000.0,46000.0,,
JPN,1957,4.419410745233969,4.419410745233969,51600000.0,22.25241,17.30825,1.925,1154000.0,1029000.0,51000.0,,
JPN,1958,4.670329670329671,4.670329670329671,54900000.0,22.22903,17.22947,2.041667,1092000.0,1036000.0,51000.0,,
JPN,1959,6.172839506172839,6.172839506172839,59600000.0,23.38893,17.41855,2.225,1296000.0,1244000.0,80000.0,,
JPN,1960,6.802721088435375,6.802721088435374,66500000.0,25.4507,18.05667,1.609268,1617000.0,1460000.0,110000.0,,
JPN,1961,6.6443594646271515,6.644359464627151,74400000.0,27.48173,19.04144,1.411692,2092000.0,1525000.0,139000.0,,
JPN,1962,7.294233612617053,7.294233612617052,80800000.0,28.71709,20.32558,1.267674,2029000.0,1770000.0,148000.0,,
JPN,1963,7.876288659793815,7.876288659793815,87900000.0,30.2116,21.87757,1.264508,2425000.0,1963000.0,191000.0,,
JPN,1964,7.697690692792163,7.697690692792162,97700000.0,31.96349,22.68901,1.156908,2858000.0,2402000.0,220000.0,,
JPN,1965,7.480448826929615,7.480448826929615,103000000.0,33.65183,24.20162,1.213039,2941000.0,3043000.0,220000.0,,
JPN,1966,7.584597432905485,7.584597432905484,114000000.0,35.44951,25.40697,1.306488,3428000.0,3520000.0,260000.0,,
JPN,1967,6.191950464396285,6.191950464396285,126000000.0,37.39733,26.42325,1.264235,4199000.0,3759000.0,260000.0,,
JPN,1968,5.775401069518717,5.775401069518717,142000000.0,39.577,27.85707,1.173836,4675000.0,4670000.0,270000.0,,
JPN,1969,6.100942872989462,6.100942872989462,158000000.0,41.52675,29.3224,1.124459,5409000.0,5756000.0,330000.0,,
JPN,1970,5.590701780197146,5.590701780197146,175000000.0,44.38131,31.53474,1.157583,6797000.0,6954000.0,380000.0,,
JPN,1971,5.065123010130246,5.065123010130246,182000000.0,46.77949,33.54543,1.235579,6910000.0,8393000.0,350000.0,,
JPN,1972,4.979941900677826,4.979941900677826,198000000.0,49.40105,35.17434,1.411757,7229000.0,8806000.0,360000.0,,
JPN,1973,4.517493271818531,4.517493271818531,214000000.0,55.67773,39.25511,1.258039,10404000.0,10031000.0,470000.0,,
JPN,1974,1.9915910599690196,1.9915910599690196,211000000.0,67.26421,48.36685,1.381064,18076000.0,16208000.0,360000.0,,
JPN,1975,2.1549213744903906,2.15492137449039,218000000.0,72.09212,54.04259,1.880176,17170000.0,16545000.0,370000.0,,
JPN,1976,2.6522440064485933,2.6522440064485933,226000000.0,77.86519,59.11597,2.001828,19229000.0,19935000.0,510000.0,,
JPN,1977,2.7179594396822075,2.717959439682208,236000000.0,83.12025,63.93484,2.014613,19132000.0,21648000.0,520000.0,,
JPN,1978,3.2281205164992826,3.2281205164992826,249000000.0,86.94699,66.61576,2.23414,16728000.0,20556000.0,540000.0,,
JPN,1979,2.887193235718705,2.887193235718705,262000000.0,89.3395,69.10155,2.083209,24245000.0,22532000.0,700000.0,,
JPN,1980,2.031567432411314,2.031567432411314,270000000.0,94.19773,74.47188,2.017,31995000.0,29382000.0,650000.0,,
JPN,1981,2.161200101703534,2.161200101703534,281000000.0,97.20874,78.14542,2.208,31464000.0,33469000.0,680000.0,,
JPN,1982,2.112934835864772,2.112934835864772,290000000.0,98.72273,80.29185,2.35,32656000.0,34433000.0,690000.0,,
JPN,1983,2.132267199733467,2.132267199733467,299000000.0,99.62531,81.80199,2.658,30015000.0,34909000.0,640000.0,,
JPN,1984,2.134834937037839,2.134834937037839,313000000.0,101.3623,83.643,2.708,32321000.0,40325000.0,690000.0,,
JPN,1985,2.058870838024771,2.0588708380247707,332000000.0,102.3812,85.34827,2.625,31085000.0,41956000.0,640000.0,,
JPN,1986,2.552085750081203,2.552085750081203,342000000.0,104.2003,85.86578,2.767,21551000.0,35290000.0,550000.0,,
JPN,1987,2.9442885402769474,2.944288540276947,356000000.0,104.0893,85.97607,2.85,21737000.0,33315000.0,640000.0,,
JPN,1988,3.082562692660168,3.082562692660168,381000000.0,104.4352,86.53602,2.517,24006000.0,33928000.0,740000.0,,
JPN,1989,2.7949346123322174,2.794934612332218,402000000.0,106.7606,88.52125,2.25,28981000.0,37823000.0,810000.0,,
JPN,1990,2.4517043776215512,2.4517043776215512,424000000.0,109.1783,91.23611,2.1,33854000.0,41457000.0,830000.0,,
JPN,1991,2.884012539184953,2.884012539184953,438000000.0,112.0232,94.22244,2.092,31900000.0,42359000.0,920000.0,,
JPN,1992,3.115792325668033,3.1157923256680324,442000000.0,113.8023,95.85136,2.15,29527000.0,43011000.0,920000.0,,
JPN,1993,3.280644199224575,3.280644199224575,443000000.0,114.3001,97.05608,2.5,26824000.0,40200000.0,880000.0,,
MEX,1796,,,,,,,7.969,8.308,,,
MEX,1797,,,,,,,2.234,1.423,,,
MEX,1798,,,,,,,3.247,3.371,,,
MEX,1799,,,,,,,6.722,8.716,,,
MEX,1800,,,,,3.13e-18,,4.7090000000000005,6.058,,,
MEX,1801,,,,,2.93e-18,,3.487,1.971,,,
MEX,1802,,,,,2.71e-18,,21.999,38.447,,,
MEX,1803,,,,,,,19.867,14.483,,,
MEX,1804,,,,,,,16.526,21.458000000000002,,,
MEX,1805,,,,,,,3.914,0.341,,,
MEX,1806,,,,,,,7.138,5.479,,,
MEX,1807,,,,,,,16.737000000000002,22.507,,,
MEX,1808,,,,,,,10.413,13.599,,,
MEX,1809,,,,,,,20.431,28.278000000000002,,,
MEX,1810,,,,,,,20.431,15.917,,,
MEX,1811,,,,,,,11.347,9.867,,,
MEX,1812,,,,,,,5.2410000000000005,5.118,,,
MEX,1813,,,,,,,7.932,12.1,,,
MEX,1814,,,,,,,9.67,10.393,,,
MEX,1815,,,,,,,10.986,9.181000000000001,,,
MEX,1816,,,,,,,10.006,6.675,,,
MEX,1817,,,,,,,8.686,8.52,,,
MEX,1818,,,,,,,5.765,4.731,,,
MEX,1819,,,,,,,10.999,8.675,,,
MEX,1820,,,,,,,3.552,10.894,,,
MEX,1823,,,,,,,3.919,2.346,,,
MEX,1824,,,,,,,12.082,4.099,,,
MEX,1825,,,,,,,19.094,5.503,,,
MEX,1826,,,,,,,15.451,9.006,,,
MEX,1827,,,,,,,15.882,18.672,,,
MEX,1828,,,,,,,10.508000000000001,14.489,,,
MEX,1829,,,,,,,,,,,
MEX,1830,,,,,,,,,,,
MEX,1831,,,,,,,,,,,
MEX,1832,,,,,,,,,,,
MEX,1833,,,,,,,,,,,
MEX,1834,,,,,,,,,,,
MEX,1835,,,,,,,,,,,
MEX,1836,,,,,,,,,,,
MEX,1837,,,,,,,,,,,
MEX,1838,,,,,,,,,,,
MEX,1839,,,,,,,,,,,
MEX,1840,,,,,,,,,,,
MEX,1841,,,,,,,,,,,
MEX,1842,,,,,,,,,,,
MEX,1843,,,,,,,,,,,
MEX,1844,,,,,,,,,,,
MEX,1845,,,,,,,,,,,
MEX,1846,,,,,,,,,,,
MEX,1847,,,,,,,,,,,
MEX,1848,,,,,,,,,,,
MEX,1849,,,,,,,,,,,
MEX,1850,,,,,,,,,,,
MEX,1864,,,,,,,25.842000000000002,1.165,,,
MEX,1865,,,,,,,,,,,
MEX,1866,,,,,,,,,,,
MEX,1867,,,,,,,,,,,
MEX,1868,,,,,,,,,,,
MEX,1869,,,,,,,,,,,
MEX,1870,,,,,,,,,,,
MEX,1871,,,,,,,,,,,
MEX,1872,,,,,,,20.0,32.0,,,
MEX,1873,,,,,,,23.0,28.0,,,
MEX,1874,,,,,,,22.0,27.0,,,
MEX,1875,,,,,,,,,,,
MEX,1876,,,,,,,,,,,
MEX,1877,,,,,,,28.0,28.0,,,
MEX,1878,,,,,,,,30.0,,,
MEX,1879,,,,,,,,33.0,,,
MEX,1880,,,,,,,,30.0,,,
MEX,1881,,,,,,,,29.0,,,
MEX,1882,,,,,,,,42.0,,,
MEX,1883,,,,,,,34.0,47.0,,,
MEX,1884,,,,,,,36.0,47.0,,,
MEX,1885,,,,,,,39.0,44.0,,,
MEX,1886,,,,,2.11e-10,,41.0,49.0,,,
MEX,1887,,,,,2.59e-10,,43.0,49.0,,,
MEX,1888,,,,,2.12e-10,,40.0,60.0,,,
MEX,1889,,,,,2.26e-10,,52.0,62.0,,,
MEX,1890,,,,,2.19e-10,,,63.0,,,
MEX,1891,,,,,2.19e-10,,,75.0,,,
MEX,1892,,,,,2.52e-10,,43.0,88.0,,,
MEX,1893,,,,,2.67e-10,,30.0,79.0,,,
MEX,1894,,,,,2.38e-10,,34.0,91.0,,,
MEX,1895,,,252468.8,0.0004347,2.38e-10,,42.0,105.0,,,
MEX,1896,,,260273.9,0.000435,2.62e-10,,42.0,111.0,,,
MEX,1897,,,277735.6,0.0005464,2.64e-10,,44.0,129.0,,,
MEX,1898,,,293915.5,0.0005123,2.23e-10,,51.0,138.0,,,
MEX,1899,,,279558.7,0.000546,2.14e-10,,120.0,150.0,,,
MEX,1900,,,281752.1,0.0006021,2.48e-10,,133.0,158.0,,,
MEX,1901,,,307499.4,0.0007431,2.88e-10,,151.0,172.0,,,
MEX,1902,,,282660.0,0.000762,3.54e-10,,191.0,207.0,,,
MEX,1903,,,316216.3,0.0007573,3.64e-10,,178.0,210.0,,,
MEX,1904,,,322307.7,0.0007338,3.62e-10,,178.0,209.0,,,
MEX,1905,,,351714.3,0.0008325,3.56e-10,,220.0,271.0,,,
MEX,1906,,,353016.2,0.000809,3.93e-10,,232.0,248.0,,,
MEX,1907,,,377931.8,0.0007996,3.89e-10,,222.0,243.0,,,
MEX,1908,,,374711.2,0.0008278,3.86e-10,,157.0,231.0,,,
MEX,1909,,,387107.4,0.0008795,3.99e-10,,195.0,260.0,,,
MEX,1910,,,391225.9,0.0010207,4.25e-10,,206.0,294.0,,,
MEX,1911,,,427525.0,0.0009833,4.99e-10,,183.0,298.0,,,
MEX,1912,,,454432.4,0.0009738,4.73e-10,,192.0,300.0,,,
MEX,1913,,,490298.3,0.0009502,4.69e-10,,171.0,319.0,,,
MEX,1914,,,491145.5,0.0009985,4.65e-10,,86.0,160.0,,,
MEX,1915,,,483972.3,0.0010667,,,53.0,251.0,,,
MEX,1916,,,521280.9,0.0010426,,,85.0,487.0,,,
MEX,1917,,,543598.2,0.0010525,,,190.0,307.0,,,
MEX,1918,,,564784.3,0.0010664,0.0024433,,276.0,376.0,,,
MEX,1919,,,772771.4,0.0008205,0.0019547,,237.0,394.0,,,
MEX,1920,,,782754.6,0.0008527,0.0015637,,397.0,855.0,,,
MEX,1921,,,894115.1,0.0007859,0.0016419,,493.0,757.0,,,
MEX,1922,,,925125.8,0.0006391,0.0014967,,309.0,644.0,,,
MEX,1923,,,968131.8,0.0006671,0.0012547,,315.0,568.0,,,
MEX,1924,,,946588.6,0.0006305,0.0013478,,321.0,615.0,,,
MEX,1925,24.296675191815854,24.296675191815858,1005100.0,0.0006714,0.0012882,,391.0,682.0,95.0,,
MEX,1926,25.72178477690289,25.721784776902886,1066360.0,0.0006607,0.0013552,,381.0,692.0,98.0,,
MEX,1927,24.566473988439306,24.566473988439306,1036655.0,0.0006197,0.0013292,,346.0,634.0,85.0,,
MEX,1928,25.977653631284912,25.977653631284916,1018307.0,0.0006348,0.0012957,,358.0,592.0,93.0,,
MEX,1929,25.13089005235602,25.130890052356023,980149.6,0.0006391,0.0012473,,382.0,591.0,96.0,,
MEX,1930,32.0,32.0,913149.7,0.0006585,0.0012398,,350.0,459.0,112.0,,
MEX,1931,27.64976958525346,27.649769585253456,953307.2,0.0005701,0.0012473,,217.0,400.0,60.0,,
MEX,1932,30.386740331491712,30.386740331491712,813962.1,0.0005073,0.0011169,,181.0,305.0,55.0,,
MEX,1933,22.131147540983605,22.131147540983605,906229.6,0.0005376,0.0010164,,244.0,365.0,54.0,,
MEX,1934,19.760479041916167,19.760479041916167,955678.3,0.0005595,0.0010797,,334.0,644.0,66.0,,
MEX,1935,17.980295566502463,17.980295566502463,1005829.0,0.0005815,0.0011169,,406.0,750.0,73.0,,
MEX,1936,19.82758620689655,19.82758620689655,1060033.0,0.0006497,0.0011244,,464.0,775.0,92.0,,
MEX,1937,21.824104234527688,21.824104234527688,1124472.0,0.0007791,0.0011914,,614.0,892.0,134.0,,
MEX,1938,24.089068825910932,24.089068825910932,1088947.0,0.0008614,0.0014148,,494.0,838.0,119.0,,
MEX,1939,29.682539682539684,29.682539682539684,1185264.0,0.0008462,0.0014781,,630.0,914.0,187.0,,
MEX,1940,25.411061285500747,25.411061285500747,1231999.0,0.0008625,0.0015275,,669.0,960.0,170.0,,
MEX,1941,26.557377049180324,26.557377049180328,1217105.0,0.0009772,0.0015769,,915.0,730.0,243.0,,
MEX,1942,29.61487383798141,29.614873837981406,1266558.0,0.0010864,0.0018231,,753.0,990.0,223.0,,
MEX,1943,34.505494505494504,34.505494505494504,1130859.0,0.001485,0.0023649,,910.0,1130.0,314.0,,
MEX,1944,17.62532981530343,17.62532981530343,1419147.0,0.0017067,0.0030056,,1895.0,1047.0,334.0,,
MEX,1945,23.87780548628429,23.877805486284288,1345836.0,0.0019686,0.0032032,,1604.0,1272.0,383.0,,
MEX,1946,18.43003412969283,18.43003412969283,1245246.0,0.0028894,0.0039913,,2637.0,1975.0,486.0,,
MEX,1947,14.922600619195048,14.922600619195046,1317616.0,0.0030331,0.0044845,,3230.0,2162.0,482.0,,
MEX,1948,18.610169491525426,18.610169491525422,1338783.0,0.0031852,0.0047801,,2950.0,2595.0,549.0,,
MEX,1949,25.028376844494893,25.028376844494893,1324039.0,0.0035428,0.0050264,,3524.0,3389.0,882.0,,
MEX,1950,22.51249432076329,22.512494320763288,1509126.0,0.0037227,0.005322,,4402.0,4339.0,991.0,,
MEX,1951,19.642857142857142,19.642857142857142,1653448.0,0.0044101,0.006012,,7112.0,5447.0,1397.0,,
MEX,1952,21.11970217640321,21.11970217640321,1715845.0,0.0047771,0.0064056,,6984.0,5126.0,1475.0,,
MEX,1953,18.854688618468145,18.854688618468145,1791868.0,0.0045433,0.0067507,,6985.0,4836.0,1317.0,,
MEX,1954,21.00604974232579,21.00604974232579,1947592.0,0.005094,0.0070957,,8926.0,6936.0,1875.0,,
MEX,1955,22.80463516204961,22.80463516204961,2040822.0,0.0059414,0.0082287,,11046.0,9484.0,2519.0,,
MEX,1956,19.07285756942371,19.072857569423707,2387855.0,0.005817,0.0086232,,13396.0,10671.0,2555.0,,
MEX,1957,15.64404432132964,15.64404432132964,2142423.0,0.0074848,0.0091164,,14440.0,8729.0,2259.0,,
MEX,1958,19.152254040260843,19.152254040260846,2201284.0,0.008137,0.0101507,,14108.0,8846.0,2702.0,,
MEX,1959,23.245648891361363,23.24564889136136,2358701.0,0.0081529,0.0103969,,12583.0,9007.0,2925.0,,
MEX,1960,20.79428224664554,20.79428224664554,2487068.0,0.0087963,0.0109396,,14831.0,9247.0,3084.0,,
MEX,1961,20.68432515983981,20.68432515983981,2586663.0,0.0091746,0.0111364,,14233.0,9997.0,2944.0,,
MEX,1962,21.28508434240918,21.285084342409185,2704839.0,0.0094594,0.0112352,,14287.0,11029.0,3041.0,,
MEX,1963,18.172431595250387,18.172431595250387,2906953.0,0.009799,0.0113332,,15496.0,11504.0,2816.0,,
MEX,1964,17.591252612960282,17.591252612960282,3216027.0,0.0104566,0.0115802,,18657.0,12492.0,3282.0,,
MEX,1965,23.594583504308574,23.594583504308577,3425012.0,0.0106955,0.0119738,,19496.0,13610.0,4600.0,,
MEX,1966,23.923444976076556,23.923444976076556,3635933.0,0.0111956,0.0125165,,20064.0,14535.0,4800.0,,
MEX,1967,27.49266862170088,27.49266862170088,3851809.0,0.0115591,0.0128615,,21824.0,13798.0,6000.0,,
MEX,1968,23.647408977861133,23.647408977861133,4131107.0,0.0119324,0.0130583,,24527.0,14759.0,5800.0,,
MEX,1969,24.255024255024253,24.255024255024257,4370915.0,0.0124665,0.0134527,,25974.0,17312.0,6300.0,,
MEX,1970,25.522521901082985,25.522521901082982,4657913.0,0.0138629,0.0141277,,28994.0,16025.0,7400.0,,
MEX,1971,27.728403839317455,27.728403839317455,4852228.0,0.0146779,0.0149074,,28130.0,17070.0,7800.0,,
MEX,1972,22.07115741149466,22.07115741149466,5264057.0,0.0155926,0.0156393,,33981.0,20926.0,7500.0,,
MEX,1973,15.733825627255182,15.733825627255182,5706728.0,0.0175969,0.017521,,47668.0,25881.0,7500.0,,
MEX,1974,13.208469270496243,13.208469270496241,6055471.0,0.021595,0.0217049,,75709.0,37021.0,10000.0,,
MEX,1975,15.828371747573996,15.828371747573998,6395210.0,0.0250011,0.0249366,7.2,82131.0,37405.0,13000.0,,
MEX,1976,16.5016501650165,16.501650165016503,6666334.0,0.0298906,0.0288919,6.7,90900.0,53675.0,15000.0,,
MEX,1977,20.577434468785615,20.577434468785615,6895814.0,0.0389776,0.0372772,8.0,126352.0,96779.0,26000.0,,
MEX,1978,19.743002515822607,19.743002515822607,7464679.0,0.0455117,0.0437892,6.9,177278.0,134313.0,35000.0,,
MEX,1979,17.413411809775887,17.41341180977589,8148085.0,0.0547182,0.0517466,5.7,287135.0,201109.0,50000.0,,
MEX,1980,9.835442124980055,42.37668161434978,8826333.0,0.0704218,0.0653702,1.2,446000.0,351000.0,189000.0,,
MEX,1981,10.964723864885144,42.01954397394137,9580006.0,0.0889333,0.0836709,0.9,614000.0,476000.0,258000.0,,
MEX,1982,11.744812078812163,67.29475100942126,9530025.0,0.144276,0.1329555,4.2,743000.0,1230000.0,500000.0,,
MEX,1983,6.736067268947519,19.89051094890511,9197058.0,0.2694041,0.2683546,6.1,1096000.0,2692000.0,218000.0,,
MEX,1984,6.752779469511839,6.0817547357926225,9510305.0,0.4295057,0.4440064,5.6,2006000.0,4054000.0,122000.0,,
MEX,1985,6.450675834777533,8.512443438914028,9716965.0,0.6822221,0.7004483,4.4,3536000.0,5588000.0,301000.0,,
MEX,1986,8.35050214395324,10.237741456166418,9414518.0,1.157078,1.304448,4.3,6730000.0,9299000.0,689000.0,,
MEX,1987,8.58158891179849,9.165992838165646,9577995.0,2.813271,3.024058,3.883,17314000.0,27505000.0,1587000.0,,
MEX,1988,4.226181790668893,4.515065694786202,9699259.0,5.602224,6.476389,3.542,43078000.0,46949000.0,1945000.0,,
NLD,1846,3.556188,,8910.921,3.993735,5.84568,,162.0,118.0,,,
NLD,1847,3.07147,,9193.54,4.280975,5.844924,,169.0,126.0,,,
NLD,1848,3.54493,,9221.501,3.525173,5.857779,,181.0,124.0,,,
NLD,1849,3.383978,,9530.849,3.390835,5.976121,,180.0,127.0,,,
NLD,1850,2.659574468085106,2.6595744680851063,9848.676,3.295668,5.390079,,188.0,137.0,5.0,,
NLD,1851,2.5,2.5,10109.13,3.291007,5.223341,,200.0,144.0,5.0,,
NLD,1852,2.439024390243903,2.4390243902439024,10367.34,3.381189,5.432047,,205.0,157.0,5.0,,
NLD,1853,2.450980392156863,2.450980392156863,9786.315,3.648804,5.396884,,204.0,154.0,5.0,,
NLD,1854,2.049180327868852,2.0491803278688523,10221.43,4.001387,5.384408,,244.0,193.0,5.0,,
NLD,1855,2.008032128514056,2.0080321285140563,9483.726,4.283248,5.37609,,249.0,217.0,5.0,,
NLD,1856,1.360544217687075,1.3605442176870748,10918.78,4.050323,5.862694,,294.0,225.0,4.0,,
NLD,1857,1.333333333333333,1.3333333333333333,11658.76,3.744542,6.032458,,300.0,231.0,4.0,,
NLD,1858,1.277955271565495,1.2779552715654952,11390.49,3.556539,5.584796,,313.0,231.0,4.0,,
NLD,1859,1.388888888888889,1.3888888888888888,11005.66,3.471708,5.45738,,288.0,242.0,4.0,,
NLD,1860,1.582278481012658,1.5822784810126582,11644.93,3.628146,5.367394,,316.0,251.0,5.0,,
NLD,1861,1.492537313432836,1.492537313432836,11007.64,3.888568,5.471747,,335.0,273.0,5.0,,
NLD,1862,1.519756838905775,1.5197568389057752,12918.39,3.688043,5.966292,,329.0,253.0,5.0,,
NLD,1863,1.4245014245014251,1.4245014245014245,13715.27,3.505264,8.614826,,351.0,287.0,5.0,,
NLD,1864,1.049868766404199,1.0498687664041995,14699.09,3.433295,9.167975,,381.0,344.0,4.0,,
NLD,1865,0.9925558312655087,0.9925558312655087,14635.92,3.425164,7.650314,,403.0,344.0,4.0,,
NLD,1866,1.176470588235294,1.1764705882352942,14641.63,3.602547,6.794692,,425.0,338.0,5.0,,
NLD,1867,0.9111617312072893,0.9111617312072893,13785.31,3.682363,5.541317,,439.0,340.0,4.0,,
NLD,1868,0.8528784648187633,0.8528784648187633,13984.52,3.638864,5.482712,,469.0,368.0,4.0,,
NLD,1869,1.084598698481562,1.0845986984815619,15506.71,3.417513,5.645292,,461.0,391.0,5.0,,
NLD,1870,0.9861932938856016,0.9861932938856016,15860.16,3.397725,4.969263,4.992328,507.0,399.0,5.0,,
NLD,1871,0.8532423208191127,0.8532423208191127,15876.11,3.542578,5.315217,3.98009,586.0,460.0,5.0,,
NLD,1872,0.8103727714748784,0.8103727714748784,16167.41,3.914302,6.274058,3.719686,617.0,514.0,5.0,,
NLD,1873,0.8797653958944283,0.8797653958944281,16538.52,4.131519,6.337578,3.606769,682.0,508.0,6.0,,
NLD,1874,0.8356545961002786,0.8356545961002786,16245.1,4.091117,6.351945,4.08573,718.0,538.0,6.0,,
NLD,1875,0.8415147265077139,0.8415147265077139,17379.96,3.714715,5.512203,3.534969,713.0,533.0,6.0,,
NLD,1876,0.8,0.8,17625.77,3.672676,4.686071,3.274917,750.0,541.0,6.0,,
NLD,1877,0.6180469715698393,0.6180469715698393,18075.27,3.687877,4.770387,3.234617,809.0,563.0,5.0,,
NLD,1878,0.5903187721369538,0.5903187721369539,17796.19,3.559848,4.442203,3.341585,847.0,582.0,5.0,,
NLD,1879,0.4761904761904762,0.47619047619047616,17596.59,3.411295,4.472072,3.299313,840.0,630.0,4.0,,
NLD,1880,0.5952380952380952,0.5952380952380952,18879.7,3.433677,4.203627,3.409518,840.0,630.0,5.0,,
NLD,1881,0.5434782608695652,0.5434782608695652,19162.05,3.42445,4.485683,3.44241,920.0,690.0,5.0,,
NLD,1882,0.5040322580645161,0.5040322580645161,19671.6,3.502668,4.530298,3.674493,992.0,752.0,5.0,,
NLD,1883,0.4659832246039142,0.4659832246039143,21156.21,3.200483,3.844817,3.638796,1073.0,684.0,5.0,,
NLD,1884,0.44286979627989365,0.4428697962798937,21528.55,3.112683,3.737061,3.868408,1129.0,841.0,5.0,,
NLD,1885,0.4578754578754579,0.45787545787545786,22007.07,2.917754,3.596033,3.958976,1092.0,891.0,5.0,,
NLD,1886,0.45330915684496825,0.45330915684496825,22346.31,2.833395,3.45387,4.180654,1103.0,950.0,5.0,,
NLD,1887,0.4397537379067722,0.4397537379067722,22914.79,2.880954,3.51928,4.328219,1137.0,992.0,5.0,,
NLD,1888,0.39308176100628933,0.39308176100628933,23232.62,2.934508,3.461432,4.53645,1272.0,1115.0,5.0,,
NLD,1889,0.4016064257028112,0.40160642570281124,24050.99,2.976232,3.459541,4.426684,1245.0,1094.0,5.0,,
NLD,1890,0.46153846153846156,0.46153846153846156,23072.71,3.111784,3.462566,4.184514,1300.0,1088.0,6.0,,
NLD,1891,0.4424778761061947,0.4424778761061947,23121.91,3.151709,3.451223,3.946072,1356.0,1141.0,6.0,,
NLD,1892,0.46801872074883,0.46801872074882994,23808.47,2.938322,3.251591,4.329568,1282.0,1134.0,6.0,,
NLD,1893,0.42583392476934,0.42583392476933996,23549.89,2.913919,3.180888,4.50663,1409.0,1117.0,6.0,,
