iso3,year,tau_tamar,tau_mitchell,rgdp,gdp_deflator,cpi_gmd,unemployment_rate_pct,imports,exports,customs_revenue,ind_prod,ind_prod_base
CHE,1987,4.970744680851064,4.970744680851064,405085.3,73.28712,69.62183,0.798,75200.0,67500.0,3738.0,172.0,1963=100
CHE,1988,4.763349514563107,4.763349514563107,418383.9,75.32228,70.9255,0.72,82400.0,74100.0,3925.0,183.0,1963=100
DEU,1792,,,,,5.74e-12,,,,,,
DEU,1793,,,,,5.41e-12,,,,,,
DEU,1794,,,,,5.28e-12,,,,,,
DEU,1795,,,,,7.72e-12,,,,,,
DEU,1796,,,,,7.03e-12,,,,,,
DEU,1797,,,,,6.01e-12,,,,,,
DEU,1798,,,,,7.07e-12,,,,,,
DEU,1799,,,,,9.54e-12,,,,,,
DEU,1800,,,,,8.37e-12,,,,,,
DEU,1801,,,,,7.78e-12,,,,,,
DEU,1802,,,,,1.14e-11,,,,,,
DEU,1803,,,,,1.18e-11,,,,,,
DEU,1804,,,,,1.06e-11,,,,,,
DEU,1805,,,,,1.43e-11,,,,,,
DEU,1806,,,,,1.22e-11,,,,,,
DEU,1807,,,,,7.8e-12,,,,,,
DEU,1808,,,,,6.82e-12,,,,,,
DEU,1809,,,,,7.79e-12,,,,,,
DEU,1810,,,,,6.8e-12,,,,,,
DEU,1811,,,,,6.43e-12,,,,,,
DEU,1812,,,,,1.07e-11,,,,,,
DEU,1813,,,,,9.35e-12,,,,,,
DEU,1814,,,,,7.24e-12,,,,,,
DEU,1815,,,,,8.21e-12,,,,,,
DEU,1816,,,,,1.36e-11,,,,,,
DEU,1817,,,,,2.23e-11,,,,,,
DEU,1818,,,,,1e-11,,,,,,
DEU,1819,,,,,5.77e-12,,,,,,
DEU,1820,,,,,5.52e-12,,,,,,
DEU,1821,,,,,4.02e-12,,,,,,
DEU,1822,,,,,4.02e-12,,,,,,
DEU,1823,,,,,4.23e-12,,,,,,
DEU,1824,,,,,3.17e-12,,,,,,
DEU,1825,,,,,3.07e-12,,,,,,
DEU,1826,,,,,3.49e-12,,,,,,
DEU,1827,,,,,4.12e-12,,,,,,
DEU,1828,,,,,4.23e-12,,,,,,
DEU,1829,,,,,4.23e-12,,,,,,
DEU,1830,,,,,4.55e-12,,,,,,
DEU,1831,,,,,5.29e-12,,,,,,
DEU,1832,,,,,4.97e-12,,,,,,
DEU,1833,,,,,4.65e-12,,,,,,
DEU,1834,,,,,3.91e-12,,,,,,
DEU,1835,,,,,4.02e-12,,,,,,
DEU,1836,,,,,3.91e-12,,,,,,
DEU,1837,,,,,4.02e-12,,,,,,
DEU,1838,,,,,4.65e-12,,,,,,
DEU,1839,,,,,4.86e-12,,,,,,
DEU,1840,,,,,4.76e-12,,,,,,
DEU,1841,,,,,4.55e-12,,,,,,
DEU,1842,,,,,4.97e-12,,,,,,
DEU,1843,,,,,5.18e-12,,,,,,
DEU,1844,,,,,4.65e-12,,,,,,
DEU,1845,,,,,5.18e-12,,,,,,
DEU,1846,,,,,6.34e-12,,,,,,
DEU,1847,10.834350110456981,,,,7.5e-12,,,,,,
DEU,1848,9.934286782557306,,,,4.97e-12,,,,,,
DEU,1849,11.470630862554565,,,,4.33e-12,,,,,,
DEU,1850,11.070953786135762,,152637.8,2.19e-12,4.23e-12,,,,,9.5,1913=100
DEU,1851,11.038590648855687,,137813.0,2.57e-12,4.97e-12,,,,,9.8,1913=100
DEU,1852,10.839411643775657,,133529.4,3.01e-12,5.81e-12,,,,,10.0,1913=100
DEU,1853,9.43871665671902,,118694.8,3.33e-12,6.45e-12,,,,,9.9,1913=100
DEU,1854,7.603926166676508,,113098.7,3.99e-12,7.72e-12,,,,,9.7,1913=100
DEU,1855,7.171057702070906,,101720.3,4.26e-12,8.24e-12,,,,,10.0,1913=100
DEU,1856,6.738219913424805,,121143.6,4.15e-12,8.03e-12,,,,,11.0,1913=100
DEU,1857,6.472259344497681,,139444.6,3.38e-12,6.55e-12,,,,,12.0,1913=100
DEU,1858,7.574753329185193,,142152.5,3.22e-12,6.24e-12,,,,,12.0,1913=100
DEU,1859,6.040341834636823,,138741.1,3.22e-12,6.24e-12,,,,,12.0,1913=100
DEU,1860,5.340500494440355,,154063.0,3.44e-12,6.66e-12,,,,,13.0,1913=100
DEU,1861,5.341604828982609,,143137.3,3.6e-12,6.98e-12,,,,,13.0,1913=100
DEU,1862,5.776559258834699,,153377.7,3.6e-12,6.98e-12,,,,,13.0,1913=100
DEU,1863,5.777602241457935,,174035.4,3.28e-12,6.34e-12,,,,,15.0,1913=100
DEU,1864,6.01199724805219,,155773.8,3.6e-12,5.92e-12,,,,,15.0,1913=100
DEU,1865,5.111933920152454,,178611.6,3.17e-12,6.13e-12,,,,,16.0,1913=100
DEU,1866,3.2773581618264713,,171405.1,3.44e-12,6.66e-12,,,,,17.0,1913=100
DEU,1867,3.2784011444497163,,153209.1,4.15e-12,8.03e-12,,,,,17.0,1913=100
DEU,1868,2.8453793000465866,,171886.4,3.7e-12,8.03e-12,,,,,18.0,1913=100
DEU,1869,2.8464222826698227,,171427.6,3.77e-12,7.29e-12,,,,,19.0,1913=100
DEU,1870,3.4816293761846806,,181298.9,3.91e-12,7.4e-12,,,,,,
DEU,1871,3.04876091157908,,183112.2,4.09e-12,7.73e-12,,,,,21.0,1913=100
DEU,1872,3.0831179862270885,,187268.2,4.33e-12,8.2e-12,,,,,24.0,1913=100
DEU,1873,2.850471509324773,,191877.7,4.58e-12,8.67e-12,,,,,26.0,1913=100
DEU,1874,2.851453140028999,,195829.2,4.62e-12,8.73e-12,,,,,27.0,1913=100
DEU,1875,3.019342666411719,,203981.3,4.36e-12,8.27e-12,,,,,27.0,1913=100
DEU,1876,3.2874812284638426,,206548.3,4.41e-12,8.33e-12,,,,,28.0,1913=100
DEU,1877,2.5874251565508355,,208362.2,4.34e-12,8.2e-12,,,,,27.0,1913=100
DEU,1878,2.8220655708211213,,217481.5,4.2e-12,7.93e-12,,,,,28.0,1913=100
DEU,1879,3.357177008464113,,222468.1,4.09e-12,7.73e-12,,,,,27.0,1913=100
DEU,1880,5.828002842928217,5.828002842928216,216898.1,4.27e-12,8.07e-12,,2814.0,2923.0,164.0,26.0,1913=100
DEU,1881,6.110735989196489,6.110735989196489,224955.0,4.2e-12,7.93e-12,,2962.0,3030.0,181.0,27.0,1913=100
DEU,1882,6.034204582123266,6.034204582123266,228395.4,4.23e-12,8e-12,,3099.0,3224.0,187.0,27.0,1913=100
DEU,1883,5.9298354548276935,5.9298354548276935,238036.7,4.09e-12,7.73e-12,,3221.0,3259.0,191.0,29.0,1913=100
DEU,1884,6.458590852904821,6.458590852904821,248948.0,4.06e-12,7.67e-12,,3236.0,3190.0,209.0,30.0,1913=100
DEU,1885,7.389668149161819,7.38966814916182,257109.8,3.95e-12,7.47e-12,,2923.0,2854.0,216.0,31.0,1913=100
DEU,1886,8.072372999304106,8.072372999304106,263523.8,3.92e-12,7.4e-12,,2874.0,2976.0,232.0,31.0,1913=100
DEU,1887,8.105500160823416,8.105500160823416,270028.5,3.92e-12,7.4e-12,0.2,3109.0,3136.0,252.0,33.0,1913=100
DEU,1888,8.699661850599446,8.699661850599446,281059.7,3.96e-12,7.47e-12,3.8,3253.0,3207.0,283.0,35.0,1913=100
DEU,1889,8.7173100871731,8.7173100871731,285561.6,4.11e-12,7.73e-12,0.2,4015.0,3167.0,350.0,39.0,1913=100
DEU,1890,8.841902931283038,8.841902931283038,291157.8,4.2e-12,7.93e-12,2.3,4162.0,3335.0,368.0,40.0,1913=100
DEU,1891,9.106239460370995,9.106239460370995,292743.3,4.27e-12,8.07e-12,3.9,4151.0,3176.0,378.0,41.0,1913=100
DEU,1892,8.977556109725686,8.977556109725686,296877.3,4.24e-12,8e-12,6.3,4010.0,2954.0,360.0,42.0,1913=100
DEU,1893,8.505805148914689,8.505805148914689,318422.1,3.99e-12,7.53e-12,2.8,3962.0,3092.0,337.0,43.0,1913=100
DEU,1894,9.208523592085236,9.208523592085236,328594.9,3.92e-12,7.4e-12,3.1,3942.0,2961.0,363.0,45.0,1913=100
DEU,1895,9.298373391599903,9.298373391599903,337932.7,3.99e-12,7.53e-12,2.8,4119.0,3318.0,383.0,49.0,1913=100
DEU,1896,10.076619456698397,10.076619456698397,350224.7,4.03e-12,7.6e-12,0.6,4307.0,3525.0,434.0,50.0,1913=100
DEU,1897,9.421063875240334,9.421063875240334,360365.6,4.1e-12,7.73e-12,1.2,4681.0,3635.0,441.0,53.0,1913=100
DEU,1898,9.37746256895193,9.37746256895193,380406.4,4.1e-12,7.73e-12,0.4,5076.0,3757.0,476.0,56.0,1913=100
DEU,1899,8.456891817682592,8.456891817682592,380150.6,4.21e-12,7.93e-12,1.2,5463.0,4217.0,462.0,58.0,1913=100
DEU,1900,8.077656439590918,8.077656439590918,385310.2,4.31e-12,8.13e-12,2.0,5769.0,4611.0,466.0,61.0,1937=100
DEU,1901,9.112709832134293,9.112709832134293,388449.6,4.32e-12,8.13e-12,6.7,5421.0,4431.0,494.0,59.0,1937=100
DEU,1902,8.843899840170485,8.843899840170485,396659.6,4.35e-12,8.2e-12,2.9,5631.0,4678.0,498.0,60.0,1937=100
DEU,1903,8.462435448942196,8.462435448942195,412063.8,4.35e-12,8.2e-12,2.7,6003.0,5015.0,508.0,65.0,1937=100
DEU,1904,7.711677683349071,7.711677683349071,427044.3,4.35e-12,8.2e-12,2.1,6354.0,5223.0,490.0,68.0,1937=100
DEU,1905,8.78103520830411,8.78103520830411,447286.6,4.5e-12,8.47e-12,1.6,7129.0,5732.0,626.0,70.0,1937=100
DEU,1906,6.736001934937718,6.736001934937719,448726.1,4.75e-12,8.93e-12,1.1,8269.0,6359.0,557.0,73.0,1937=100
DEU,1907,7.375643224699828,7.375643224699829,464297.7,4.71e-12,8.87e-12,1.6,8745.0,6847.0,645.0,79.0,1937=100
DEU,1908,7.125146809343599,7.125146809343599,485594.9,4.71e-12,8.87e-12,2.9,7663.0,6399.0,546.0,78.0,1937=100
DEU,1909,7.7473881911022415,7.747388191102242,491467.5,4.85e-12,9.13e-12,2.8,8519.0,6597.0,660.0,81.0,1937=100
DEU,1910,7.426907135655876,7.426907135655876,499891.8,5.03e-12,9.47e-12,1.9,8927.0,7475.0,663.0,86.0,1937=100
DEU,1911,7.580295363007332,7.580295363007332,521088.0,5.04e-12,9.47e-12,1.9,9683.0,8106.0,734.0,91.0,1937=100
DEU,1912,6.820311036162638,6.8203110361626385,535392.7,5.1e-12,9.6e-12,2.0,10674.0,8967.0,728.0,97.0,1937=100
DEU,1913,6.315691563575482,6.315691563575482,560889.3,5.12e-12,9.67e-12,2.9,10751.0,10097.0,679.0,,
DEU,1914,,,524570.6,5.19e-12,9.93e-12,7.2,,,,69.0,1937=100
DEU,1915,,,457167.8,6.87e-12,1.25e-11,3.3,,,,56.0,1937=100
DEU,1916,,,451535.6,8.73e-12,1.64e-11,2.2,,,,54.0,1937=100
DEU,1917,,,384799.0,1.5e-11,2.46e-11,1.0,,,,52.0,1937=100
DEU,1918,,,374456.6,1.84e-11,3.03e-11,1.2,,,,48.0,1937=100
DEU,1919,,,338852.4,2.41e-11,4.02e-11,3.7,,,,32.0,1937=100
DEU,1920,,,371682.6,6.03e-11,9.87e-11,1.7,3929.0,3709.0,2163.0,46.0,1937=100
DEU,1921,,,393009.7,7.92e-11,1.29e-10,1.2,5732.0,2976.0,5952.0,56.0,1937=100
DEU,1922,,,405852.8,9.14e-10,1.45e-09,0.7,6301.0,6188.0,,60.0,1937=100
DEU,1923,,,352535.9,0.967015,1.536161,4.5,,,,39.0,1937=100
DEU,1924,3.9093298291721417,3.909329829172142,392965.1,8.014637,12.73749,5.8,9132.0,6674.0,357.0,59.0,1937=100
DEU,1925,4.755008447984553,4.755008447984553,421665.1,8.762784,13.83409,3.0,12429.0,9284.0,591.0,69.0,1937=100
DEU,1926,9.415064102564102,9.415064102564102,427106.4,8.948434,13.91845,8.0,9984.0,10415.0,940.0,67.0,1937=100
DEU,1927,8.863539747768174,8.863539747768174,470983.3,9.123652,14.42457,3.9,14114.0,10801.0,1251.0,84.0,1937=100
DEU,1928,7.93195032660972,7.931950326609719,486322.9,9.44053,14.84634,3.8,13931.0,12055.0,1105.0,85.0,1937=100
DEU,1929,8.19672131147541,8.19672131147541,478813.0,9.59326,15.01505,5.9,13359.0,13486.0,1095.0,85.0,1937=100
DEU,1930,10.46477920572036,10.46477920572036,446654.5,9.517096,14.50893,9.5,10349.0,12036.0,1083.0,74.0,1937=100
DEU,1931,17.086250558617607,17.086250558617607,389394.2,8.935177,13.32797,13.9,6713.0,9592.0,1147.0,60.0,1937=100
DEU,1932,23.76961100365356,23.76961100365356,357309.2,8.066582,11.80959,17.2,4653.0,5741.0,1106.0,50.0,1937=100
DEU,1933,25.482257680400096,25.482257680400096,385021.4,7.689217,11.55653,14.8,4199.0,4872.0,1070.0,56.0,1937=100
DEU,1934,25.8318345323741,25.8318345323741,424522.8,7.791099,11.80959,8.3,4448.0,4178.0,1149.0,71.0,1937=100
DEU,1935,30.05293551491819,30.05293551491819,482673.0,7.654881,12.06265,6.5,4156.0,4270.0,1249.0,82.0,1937=100
DEU,1936,31.5279091769158,31.5279091769158,538242.6,7.632537,12.14701,4.8,4228.0,4778.0,1333.0,91.0,1937=100
DEU,1937,29.026387625113742,29.02638762511374,598436.7,7.684125,12.23136,2.7,5495.0,5919.0,1595.0,100.0,1937=100
DEU,1938,33.36391998531841,33.363919985318404,654297.7,7.829555,12.31572,1.3,5449.0,5264.0,1818.0,107.0,1937=100
DEU,1939,32.59074323026695,32.590743230266945,780170.6,7.930599,12.31572,0.7235294,5207.0,5653.0,1697.0,113.0,1937=100
DEU,1940,28.212290502793298,28.212290502793294,906006.9,7.665351,12.73749,,5012.0,4868.0,1414.0,109.0,1937=100
DEU,1941,16.187725631768952,16.187725631768952,1035345.0,7.317567,12.99055,,6925.0,6840.0,1121.0,112.0,1937=100
DEU,1942,9.573121620066734,9.573121620066736,1094105.0,7.213063,13.32797,,8691.0,7560.0,832.0,113.0,1937=100
DEU,1943,7.750060547348026,7.750060547348026,1163298.0,7.326749,13.58103,,8258.0,8588.0,640.0,127.0,1937=100
DEU,1944,,,979683.9,8.377748,13.83409,,,,,125.0,1937=100
DEU,1945,,,340927.7,15.84561,14.17151,,,,,,
DEU,1946,,,214535.3,12.10463,15.43682,6.029412,,,,38.0,1937=100
DEU,1947,3.1,,248970.8,13.13472,16.53343,4.019608,,,,49.0,1937=100
DEU,1948,3.1289506953223767,3.1289506953223767,291979.0,15.39117,17.37697,3.376471,3164.0,1817.0,99.0,64.0,1937=100
DEU,1949,3.7926330150068215,3.7926330150068215,352531.7,16.32012,20.41372,6.672549,7330.0,3806.0,278.0,79.0,1937=100
DEU,1950,5.263157894736842,5.2631578947368425,384538.9,16.27447,19.14809,8.2,11400.0,8400.0,600.0,,
DEU,1951,5.4421768707483,5.442176870748299,420728.9,18.1757,20.60466,7.3,14700.0,14600.0,800.0,,
DEU,1952,6.790123456790124,6.790123456790123,460486.1,18.96889,21.04108,7.0,16200.0,16900.0,1100.0,,
DEU,1953,8.125,8.125,501466.6,18.75863,20.67012,6.2,16000.0,18500.0,1300.0,,
DEU,1954,7.772020725388601,7.772020725388601,539803.5,18.75411,20.6974,5.6,19300.0,22000.0,1500.0,,
DEU,1955,7.346938775510205,7.346938775510204,593892.0,19.48124,21.04654,4.3,24500.0,25700.0,1800.0,,
DEU,1956,7.142857142857142,7.142857142857143,652196.7,19.52541,21.59752,3.4,28000.0,30900.0,2000.0,,
DEU,1957,6.309148264984227,6.309148264984227,691403.8,20.02863,22.05031,2.9,31700.0,36000.0,2000.0,,
DEU,1958,6.752411575562702,6.752411575562701,721285.6,20.51192,22.51947,3.0,31100.0,37000.0,2100.0,,
DEU,1959,6.983240223463688,6.983240223463687,779057.3,20.56793,22.72131,2.0,35800.0,41200.0,2500.0,,
DEU,1960,6.557377049180327,6.557377049180328,829572.4,21.97602,23.07045,1.0,42700.0,47900.0,2800.0,,
DEU,1961,6.981981981981983,6.981981981981982,865231.1,23.0889,23.59962,0.7,44400.0,51000.0,3100.0,,
DEU,1962,6.8686868686868685,6.8686868686868685,905234.8,24.00258,24.27062,0.6,49500.0,53000.0,3400.0,,
DEU,1963,6.8833652007648185,6.8833652007648185,929995.6,24.76165,24.99072,0.7,52300.0,58300.0,3600.0,,
DEU,1964,5.1020408163265305,5.1020408163265305,991742.4,25.51604,25.57443,0.6,58800.0,64900.00000000001,3000.0,,
DEU,1965,4.119318181818182,4.119318181818182,1043751.0,26.49435,26.40364,0.5,70400.0,71700.0,2900.0,,
DEU,1966,3.851444291609353,3.8514442916093534,1073103.0,27.40058,27.3365,0.6,72700.0,80600.0,2800.0,,
DEU,1967,3.8461538461538463,3.8461538461538463,1069559.0,27.83597,27.82747,1.7,70200.0,87000.0,2700.0,,
DEU,1968,2.955665024630542,2.955665024630542,1130190.0,28.41715,28.23662,1.2,81200.0,99600.0,2400.0,,
DEU,1969,3.061224489795918,3.061224489795918,1214029.0,29.61322,28.7767,0.7,98000.0,114000.0,3000.0,,
DEU,1970,2.6363636363636362,2.6363636363636362,1275982.0,31.87343,29.76956,0.6,110000.0,125000.0,2900.0,,
DEU,1971,2.5833333333333335,2.5833333333333335,1315955.0,34.30262,31.32977,0.7,120000.0,136000.0,3100.0,,
